219,0,0,229,0,0,234,0,0,3000,1000,1000,0,100
422,0,0,431,0,0,445,0,0,3000,1000,1000,0,100
605,0,0,623,0,0,630,0,0,3000,1000,1000,0,100
774,0,0,785,0,0,797,0,0,3000,1000,1000,0,100
921,0,0,931,0,0,952,0,0,3000,1000,1000,0,100
1059,0,0,1063,0,0,1091,0,0,3000,1000,1000,0,100
1178,0,0,1181,0,0,1217,0,0,3000,1000,1000,0,100
1280,0,0,1293,0,0,1330,0,0,3000,1000,1000,0,100
1377,0,0,1393,0,0,1426,0,0,3000,1000,1000,0,100
1469,0,0,1484,0,0,1518,0,0,3000,1000,1000,0,100
1547,0,0,1565,0,0,1596,0,0,3000,1000,1000,0,100
1617,0,0,1638,0,0,1676,0,0,3000,1000,1000,0,100
1685,0,0,1704,0,0,1738,0,0,3000,1000,1000,0,100
1741,0,0,1768,0,0,1794,0,0,3000,1000,1000,0,100
1792,0,0,1816,0,0,1849,0,0,3000,1000,1000,0,100
1837,0,0,1869,0,0,1899,0,0,3000,1000,1000,0,100
1878,0,0,1917,0,0,1943,0,0,3000,1000,1000,0,100
1915,0,0,1950,0,0,1979,0,0,3000,1000,1000,0,100
1949,0,0,1980,0,0,2010,0,0,3000,1000,1000,0,100
1978,0,0,2006,0,0,2044,0,0,3000,1000,1000,0,100
2005,0,0,2040,0,0,2074,0,0,3000,1000,1000,0,100
2035,0,0,2066,0,0,2101,0,0,3000,1000,1000,0,100
2056,0,0,2089,0,0,2126,0,0,3000,1000,1000,0,100
2075,0,0,2105,0,0,2148,0,0,3000,1000,1000,0,100
2092,0,0,2119,0,0,2167,0,0,3000,1000,1000,0,100
2103,0,0,2137,0,0,2185,0,0,3000,1000,1000,0,100
2122,0,0,2148,0,0,2196,0,0,3000,1000,1000,0,100
2140,0,0,2163,0,0,2206,0,0,3000,1000,1000,0,100
2151,0,0,2176,0,0,2220,0,0,3000,1000,1000,0,100
2165,0,0,2193,0,0,2228,0,0,3000,1000,1000,0,100
2173,0,0,2199,0,0,2245,0,0,3000,1000,1000,0,100
2181,0,0,2204,0,0,2260,0,0,3000,1000,1000,0,100
2192,0,0,2208,0,0,2263,0,0,3000,1000,1000,0,100
2203,0,0,2222,0,0,2267,0,0,3000,1000,1000,0,100
2207,0,0,2224,0,0,2270,0,0,3000,1000,1000,0,100
2216,0,10,2227,0,0,2272,0,0,3000,1000,1000,0,100
2219,0,10,2239,0,0,2280,0,0,3000,1000,1000,0,100
2227,0,10,2249,0,0,2286,0,0,3000,1000,1000,0,100
2234,0,10,2249,0,0,2297,0,0,3000,1000,1000,0,100
2240,0,10,2254,0,0,2302,0,0,3000,1000,1000,0,100
2236,0,10,2253,0,0,2306,0,0,3000,1000,1000,0,100
2237,0,10,2262,0,0,2305,0,0,3000,1000,1000,0,100
2234,0,10,2261,0,0,2304,0,0,3000,1000,1000,0,100
2235,0,10,2265,0,0,2304,0,0,3000,1000,1000,0,100
2236,0,10,2268,0,0,2308,0,0,3000,1000,1000,0,100
2233,0,10,2266,0,0,2307,0,0,3000,1000,1000,0,100
2234,0,10,2269,0,0,2306,0,0,3000,1000,1000,0,100
2235,0,10,2272,0,0,2305,0,0,3000,1000,1000,0,100
2237,0,10,2274,0,0,2304,0,0,3000,1000,1000,0,100
2233,0,10,2276,0,0,2303,0,0,3000,1000,1000,0,100
2239,0,10,2283,0,0,2303,0,0,3000,1000,1000,0,100
2240,0,10,2290,0,0,2307,0,0,3000,1000,1000,0,100
2246,0,10,2290,0,0,2306,0,0,3000,1000,1000,0,100
2251,0,10,2291,0,0,2305,0,0,3000,1000,1000,0,100
2251,0,10,2291,0,0,2304,0,0,3000,1000,1000,0,100
